Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LN6320329-1,    61.8065,   -14.09,    83.9508,  -147.73,    45.0275,   132.78,          0,     0.00,    49.5074,  -147.20,    61.8059,   165.91,    83.9504,    32.27,    45.0262,   -47.23,          0,     0.00,    49.5075,    32.80
Line.LN5774453-1,    61.8059,   -14.09,    83.9504,  -147.73,     44.296,   135.18,          0,     0.00,    51.2165,  -146.00,    61.8045,   165.91,    83.9498,    32.27,     44.293,   -44.82,          0,     0.00,    51.2166,    34.00
Line.LN5532743-1,    61.2377,   -13.62,    83.9498,  -147.73,    44.0048,   136.23,          0,     0.00,    51.9606,  -146.34,    61.2366,   166.37,    83.9492,    32.26,    44.0025,   -43.77,          0,     0.00,    51.9606,    33.66
Line.LN6047561-1,    60.8608,   -13.31,     83.213,  -147.46,    44.0025,   136.23,          0,     0.00,    51.2412,  -146.44,    60.8588,   166.69,     83.212,    32.54,    43.9983,   -43.78,          0,     0.00,    51.2412,    33.56
Line.LN6229807-1,    59.9252,   -12.50,     83.212,  -147.46,    43.9983,   136.22,          0,     0.00,    51.2755,  -147.86,    59.9238,   167.50,    83.2113,    32.53,    43.9955,   -43.78,          0,     0.00,    51.2755,    32.14
Line.LN5593239-1,    59.3707,   -12.00,    83.2113,  -147.47,    43.9955,   136.22,          0,     0.00,    51.3102,  -148.71,    59.3703,   168.00,    83.2111,    32.53,    43.9946,   -43.78,          0,     0.00,    51.3102,    31.29
Line.LN5804802-1,    59.3703,   -12.00,    83.2111,  -147.47,    43.4701,   138.37,          0,     0.00,    52.7499,  -147.67,    59.3694,   168.00,    83.2107,    32.53,    43.4683,   -41.63,          0,     0.00,    52.7499,    32.33
Line.LN6138614-1,    56.4905,    -9.15,    57.1527,  -131.56,    43.4683,   138.37,          0,     0.00,    27.1517,  -122.62,    56.4896,   170.85,    57.1518,    48.43,    43.4666,   -41.63,          0,     0.00,    27.1517,    57.38
Line.LN6199530-1,    49.7795,   -55.55,    51.2763,  -176.74,    23.4834,    65.17,          0,     0.00,    26.2065,  -120.19,    49.7798,   124.44,    51.2766,     3.26,    23.4836,  -114.83,          0,     0.00,    26.2066,    59.81
Line.LN6199527-1,    48.5047,   -55.55,    51.2766,  -176.74,    23.4836,    65.17,          0,     0.00,    25.6823,  -122.75,    48.5052,   124.45,    51.2772,     3.26,     23.484,  -114.83,          0,     0.00,    25.6824,    57.25
Line.LN5683831-1,     47.229,   -55.55,    51.2772,  -176.74,     23.484,    65.17,          0,     0.00,    25.2114,  -125.42,    47.2294,   124.45,    51.2777,     3.25,    23.4844,  -114.84,          0,     0.00,    25.2114,    54.58
Line.LN5472369-1,    47.2294,   -55.55,    51.2777,  -176.75,    22.0454,    65.18,          0,     0.00,    26.6283,  -124.87,    47.2298,   124.45,    51.2781,     3.25,    22.0456,  -114.82,          0,     0.00,    26.6283,    55.13
Line.LN5865248-1,    47.2298,   -55.55,    51.2781,  -176.75,    19.1676,    65.21,          0,     0.00,    29.4682,  -123.91,    47.2301,   124.45,    51.2785,     3.25,    19.1679,  -114.79,          0,     0.00,    29.4682,    56.09
Line.LN6047584-1,    44.6743,   -55.55,    51.2785,  -176.75,    19.1679,    65.21,          0,     0.00,    28.6217,  -128.67,    44.6747,   124.45,    51.2789,     3.25,    19.1681,  -114.80,          0,     0.00,    28.6217,    51.33
Line.LN6047583-1,    43.9087,   -55.55,    51.2789,  -176.75,    19.1681,    65.20,          0,     0.00,    28.4062,  -130.15,    43.9093,   124.45,    51.2795,     3.25,    19.1685,  -114.80,          0,     0.00,    28.4063,    49.85
Line.LN5472370-1,    40.8419,   -55.54,    51.2795,  -176.75,    19.1685,    65.20,          0,     0.00,    27.7465,  -136.27,    40.8425,   124.45,    51.2802,     3.25,     19.169,  -114.81,          0,     0.00,    27.7465,    43.73
Line.LN5926308-3,     40.331,   -55.54,    49.1504,  -176.76,     19.169,    65.19,          0,     0.00,    26.0527,  -134.34,    40.3313,   124.45,    49.1507,     3.24,    19.1691,  -114.81,          0,     0.00,    26.0527,    45.66
Line.LN4625696_SW,    40.3313,   -55.55,    49.1507,  -176.76,    19.1691,    65.19,          0,     0.00,    26.0527,  -134.34,    40.3313,   124.45,    49.1507,     3.24,    19.1691,  -114.81,          0,     0.00,    26.0527,    45.66
Line.LN5926308-2,    40.3313,   -55.55,    49.1507,  -176.76,    19.1691,    65.19,          0,     0.00,    26.0527,  -134.34,    40.3315,   124.45,     49.151,     3.24,    19.1693,  -114.82,          0,     0.00,    26.0527,    45.66
Line.LN6350546-1,     38.283,   -55.55,     49.151,  -176.76,    19.1693,    65.18,          0,     0.00,     25.733,  -138.82,    38.2831,   124.45,     49.151,     3.24,    19.1694,  -114.82,          0,     0.00,     25.733,    41.18
Line.LN5986935-1,    38.2831,   -55.55,     49.151,  -176.76,    19.1694,    65.18,          0,     0.00,     25.733,  -138.82,    38.2837,   124.45,    49.1518,     3.23,    19.1699,  -114.82,          0,     0.00,     25.733,    41.18
Line.LN5744341-1,    38.2837,   -55.55,    47.7325,  -176.77,    19.1699,    65.18,          0,     0.00,    24.6268,  -136.80,    38.2841,   124.45,    47.7329,     3.23,    19.1701,  -114.83,          0,     0.00,    24.6268,    43.20
Line.LN5714080-1,    38.2841,   -55.55,    47.4495,  -176.77,    19.1701,    65.17,          0,     0.00,    24.4099,  -136.37,    38.2844,   124.45,    47.4499,     3.22,    19.1704,  -114.83,          0,     0.00,    24.4099,    43.63
Line.LN5593253-1,    36.2307,   -55.55,    47.4499,  -176.78,    19.1705,    65.17,          0,     0.00,    24.1628,  -141.18,    36.2308,   124.45,      47.45,     3.22,    19.1706,  -114.84,          0,     0.00,    24.1628,    38.82
Line.LN6199560-1,    35.7179,   -55.54,    46.8837,  -176.78,    18.5956,    65.17,          0,     0.00,    24.1771,  -141.02,    35.7186,   124.45,    46.8845,     3.22,    18.5961,  -114.84,          0,     0.00,    24.1771,    38.98
Line.LN6320367-3,    26.0704,   -55.51,    46.8845,  -176.78,    18.5961,    65.16,          0,     0.00,    25.2973,  -163.36,    26.0706,   124.49,    46.8846,     3.22,    18.5962,  -114.84,          0,     0.00,    25.2973,    16.64
Line.LN6320367-2,    26.0706,   -55.51,    46.8846,  -176.78,    18.5962,    65.16,          0,     0.00,    25.2973,  -163.36,    26.0707,   124.49,    46.8848,     3.22,    18.5963,  -114.84,          0,     0.00,    25.2973,    16.64
Line.LN6049825-1,    26.0707,   -55.51,    46.8848,  -176.78,    18.5963,    65.16,          0,     0.00,    25.2973,  -163.36,    26.0708,   124.49,    46.8849,     3.22,    18.5964,  -114.84,          0,     0.00,    25.2973,    16.64
Line.L5523_48332_SW,    26.0708,   -55.51,    46.8849,  -176.78,    18.5964,    65.16,          0,     0.00,    25.2973,  -163.36,    26.0708,   124.49,    46.8849,     3.22,    18.5964,  -114.84,          0,     0.00,    25.2973,    16.64
Line.LN6171508-1,    26.0708,   -55.51,    46.8849,  -176.78,    18.5964,    65.16,          0,     0.00,    25.2973,  -163.36,    26.0712,   124.48,    46.8854,     3.22,    18.5967,  -114.84,          0,     0.00,    25.2973,    16.64
Line.LN6350577-1,    26.0712,   -55.52,    46.8854,  -176.78,    17.1547,    65.17,          0,     0.00,    26.2786,  -161.01,    26.0722,   124.47,    46.8864,     3.21,    17.1554,  -114.84,          0,     0.00,    26.2786,    18.99
Line.LN6380847-1,    26.0722,   -55.53,    45.4602,  -176.79,    17.1554,    65.16,          0,     0.00,    24.9081,  -160.13,    26.0729,   124.47,     45.461,     3.20,    17.1559,  -114.85,          0,     0.00,    24.9081,    19.88
Line.LN5865272-1,    24.7838,   -55.52,    44.0336,  -176.80,    8.49945,    65.24,          0,     0.00,    30.4273,  -150.10,    24.7843,   124.47,    44.0342,     3.20,    8.49984,  -114.77,          0,     0.00,    30.4273,    29.90
Line.LN5774497-1,     24.012,   -55.52,    44.0342,  -176.80,    8.49984,    65.23,          0,     0.00,     30.496,  -151.54,    24.0124,   124.47,    44.0347,     3.19,     8.5002,  -114.78,          0,     0.00,     30.496,    28.46
Line.LN5804836-1,    24.0124,   -55.53,    44.0347,  -176.81,     8.5002,    65.22,          0,     0.00,     30.496,  -151.54,    24.0129,   124.47,    44.0352,     3.19,    8.50053,  -114.79,          0,     0.00,     30.496,    28.46
Line.LN6379462-1,    24.0129,   -55.53,    44.0352,  -176.81,    7.05807,    65.25,          0,     0.00,    31.6666,  -149.99,    24.0132,   124.47,    44.0356,     3.19,    7.05831,  -114.76,          0,     0.00,    31.6666,    30.01
Line.LN6379462-2,    24.0132,   -55.53,    44.0356,  -176.81,    7.05831,    65.24,          0,     0.00,    31.6666,  -149.99,    24.0138,   124.46,    44.0362,     3.19,    7.05871,  -114.78,          0,     0.00,    31.6666,    30.01
Line.LN6379462-3,    22.7214,   -55.53,    44.0362,  -176.81,    7.05871,    65.22,          0,     0.00,    31.7896,  -152.31,    22.7217,   124.47,    44.0366,     3.19,    7.05896,  -114.79,          0,     0.00,    31.7896,    27.69
Line.LN6047605-1,    22.7217,   -55.53,    44.0366,  -176.81,    7.05896,    65.21,          0,     0.00,    31.7896,  -152.31,    22.7219,   124.47,    44.0367,     3.18,    7.05907,  -114.79,          0,     0.00,    31.7896,    27.69
Line.LN6229835-1,    22.7219,   -55.53,    44.0367,  -176.82,    4.88906,    65.30,          0,     0.00,    33.5412,  -150.06,    22.7225,   124.46,    44.0375,     3.18,    4.88953,  -114.73,          0,     0.00,    33.5412,    29.94
Line.LN6320368-1,    22.7225,   -55.54,    42.6026,  -176.82,    4.88953,    65.27,          0,     0.00,    32.2655,  -148.92,     22.723,   124.46,    42.6031,     3.18,    4.88987,  -114.75,          0,     0.00,    32.2655,    31.08
Line.LN5956503-1,     22.723,   -55.54,    41.7432,  -176.82,    4.88987,    65.25,          0,     0.00,    31.5076,  -148.19,    22.7236,   124.45,    41.7438,     3.17,    4.89032,  -114.77,          0,     0.00,    31.5076,    31.81
Line.LN5532791-1,    22.7236,   -55.55,    41.7438,  -176.83,    0.85932,    66.05,          0,     0.00,     34.949,  -144.57,    22.7238,   124.45,    41.7441,     3.17,   0.859467,  -114.00,          0,     0.00,     34.949,    35.43
Line.LN5895818-1,    22.7238,   -55.55,    41.7441,  -176.83,   0.859467,    66.00,          0,     0.00,     34.949,  -144.57,    22.7241,   124.45,    41.7444,     3.17,   0.859659,  -114.07,          0,     0.00,     34.949,    35.43
Line.LN5865271-1,    22.7241,   -55.55,    41.7444,  -176.83,   0.859659,    65.93,          0,     0.00,     34.949,  -144.57,    22.7246,   124.44,     41.745,     3.17,   0.860019,  -114.20,          0,     0.00,     34.949,    35.43
Line.LN5774496-1,    22.7246,   -55.56,    40.3061,  -176.83,   0.860019,    65.80,          0,     0.00,    33.7404,  -143.26,    22.7252,   124.44,    40.3068,     3.16,   0.860456,  -114.35,          0,     0.00,    33.7404,    36.74
Line.LN5623408-1,    21.4283,   -55.56,    40.3068,  -176.84,   0.860456,    65.65,          0,     0.00,    33.7119,  -145.47,    21.4287,   124.44,    40.3072,     3.16,   0.860718,  -114.44,          0,     0.00,    33.7119,    34.53
Line.LN5683830-1,    2.07183,   -55.35,    40.3072,  -176.84,   0.860718,    65.56,          0,     0.00,    38.8392,  -175.36,    2.07232,   124.60,    40.3077,     3.16,   0.861074,  -114.56,          0,     0.00,    38.8392,     4.64
Line.LN6017302-1,    2.07232,   -55.40,    39.4442,  -176.84,   0.861074,    65.44,          0,     0.00,     37.976,  -175.32,    2.07269,   124.57,    39.4447,     3.16,   0.861352,  -114.65,          0,     0.00,    37.9759,     4.68
Line.LN6198013-2,   0.775343,   -55.21,    39.4447,  -176.84,   0.861352,    65.35,          0,     0.00,    38.6362,  -177.00,   0.775666,   124.71,     39.445,     3.15,   0.861596,  -114.74,          0,     0.00,    38.6362,     3.00
Line.LN6198013-1,   0.775666,   -55.29,     39.445,  -176.85, 0.00343373,   166.58,          0,     0.00,     39.048,  -175.88,   0.776067,   124.60,    39.4455,     3.15, 0.00189886,   -13.41,          0,     0.00,     39.048,     4.12
Line.LN5835149-1,   0.776067,   -55.40,    37.7162,  -176.85, 0.00189886,   166.59,          0,     0.00,    37.3189,  -175.84,   0.776323,   124.54,    37.7165,     3.15, 0.000923857,   -13.41,          0,     0.00,    37.3189,     4.16
Line.LN5895787-1, 0.000878855,    50.57,    37.7165,  -176.85, 0.000923857,   166.59,          0,     0.00,    37.7168,  -176.85, 8.95748E-012,   156.04,    37.7168,     3.15,          0,     0.00,          0,     0.00,    37.7168,     3.15
Line.LN6262266-12,    1.28912,   -55.66,    1.42743,  -176.62,    1.44248,    65.00,          0,     0.00,   0.181592,   119.01,    1.28915,   124.34,    1.42746,     3.37,     1.4425,  -115.00,          0,     0.00,   0.181588,   -60.99
Line.LN6262266-13,    1.28915,   -55.66,    1.42746,  -176.63,     1.4425,    65.00,          0,     0.00,   0.181588,   119.01,     1.2892,   124.33,    1.42751,     3.37,    1.44253,  -115.01,          0,     0.00,   0.181583,   -60.99
Line.LN5686080-1,     1.2892,   -55.67,    1.42751,  -176.63,    1.44253,    64.99,          0,     0.00,   0.181583,   119.01,    1.28925,   124.32,    1.42757,     3.36,    1.44257,  -115.02,          0,     0.00,   0.181576,   -60.99
Line.LN293471_SW,    1.28925,   -55.68,    1.42757,  -176.64,    1.44257,    64.98,          0,     0.00,   0.181576,   119.01,    1.28925,   124.32,    1.42757,     3.36,    1.44257,  -115.02,          0,     0.00,   0.181576,   -60.99
Line.293471,    1.28925,   -55.68,    1.42757,  -176.64,    1.44257,    64.98,          0,     0.00,   0.181576,   119.01,    1.28948,   124.29,    1.42781,     3.33,    1.44274,  -115.05,          0,     0.00,   0.181547,   -60.99
Line.LN5604685-1,    4.64996,   -54.43,    5.84982,  -174.83,    5.13663,    66.17,          0,     0.00,      1.116,   159.59,     4.6505,   125.54,    5.85043,     5.15,    5.13704,  -113.85,          0,     0.00,    1.11594,   -20.40
Line.LN6028890-1,    1.98983,   -54.47,    2.92535,  -174.86,    2.19867,    66.13,          0,     0.00,   0.877114,   171.54,     1.9901,   125.50,    2.92564,     5.12,    2.19886,  -113.90,          0,     0.00,   0.877094,    -8.46
Line.LN5604685-2,    2.66067,   -54.44,    2.92509,  -174.84,    2.93838,    66.16,          0,     0.00,     0.3153,   124.45,    2.66122,   125.52,     2.9257,     5.12,    2.93878,  -113.88,          0,     0.00,    0.31523,   -55.55
Line.LN6381853-1,    401.198,   -50.06,    382.559,  -171.82,    271.254,    77.28,          0,     0.00,    115.158,  -122.19,    401.199,   129.94,     382.56,     8.18,    271.254,  -102.72,          0,     0.00,    115.158,    57.81
Line.LN6413954-1,    401.199,   -50.06,     382.56,  -171.82,    269.843,    77.33,          0,     0.00,    116.568,  -122.07,    401.199,   129.94,     382.56,     8.18,    269.843,  -102.67,          0,     0.00,    116.568,    57.93
Line.LN5558790-1,    401.199,   -50.06,     382.56,  -171.82,    269.843,    77.33,          0,     0.00,    116.568,  -122.07,    401.199,   129.94,     382.56,     8.18,    269.843,  -102.67,          0,     0.00,    116.568,    57.93
Line.LN5861005-2,    401.199,   -50.06,     382.56,  -171.82,    269.843,    77.33,          0,     0.00,    116.568,  -122.07,      401.2,   129.94,     382.56,     8.18,    269.843,  -102.67,          0,     0.00,    116.568,    57.93
Line.LN3693186_SW,      401.2,   -50.06,     382.56,  -171.82,    269.843,    77.33,          0,     0.00,    116.568,  -122.07,      401.2,   129.94,     382.56,     8.18,    269.843,  -102.67,          0,     0.00,    116.568,    57.93
Line.LN5861005-3,      401.2,   -50.06,     382.56,  -171.82,    269.843,    77.33,          0,     0.00,    116.568,  -122.07,      401.2,   129.94,    382.561,     8.18,    269.843,  -102.67,          0,     0.00,    116.568,    57.93
Line.LN6321420-1,      401.2,   -50.06,    382.561,  -171.82,    267.721,    77.40,          0,     0.00,    118.691,  -121.89,      401.2,   129.94,    382.561,     8.18,    267.721,  -102.60,          0,     0.00,    118.691,    58.11
Line.LN6139646-1,    398.585,   -50.04,    382.561,  -171.82,    267.721,    77.40,          0,     0.00,    117.751,  -123.08,    398.585,   129.96,    382.562,     8.18,    267.721,  -102.60,          0,     0.00,    117.751,    56.92
Line.LN5836178-1,    398.585,   -50.04,    382.562,  -171.82,    266.032,    77.46,          0,     0.00,    119.434,  -122.92,    398.586,   129.96,    382.562,     8.18,    266.032,  -102.54,          0,     0.00,    119.434,    57.08
